pin,slack
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_0_RNO[0]:A,93543
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_0_RNO[0]:B,96304
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_0_RNO[0]:C,94435
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_0_RNO[0]:Y,93543
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:A,91229
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:B,91125
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:C,91079
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:D,90814
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:FCI,90537
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un1_cmp_0_I_81:FCO,90537
top_sb_0/top_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPA,
top_sb_0/top_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPB,
top_sb_0/top_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPA,
top_sb_0/top_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPB,
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_4:B,98383
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_4:IPB,98383
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_4:IPC,
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_access.bus_rsp_o.data_28cf1[2]:A,96568
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_access.bus_rsp_o.data_28cf1[2]:B,96470
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_access.bus_rsp_o.data_28cf1[2]:C,90177
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_access.bus_rsp_o.data_28cf1[2]:D,89949
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_access.bus_rsp_o.data_28cf1[2]:Y,89949
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_wishbone_inst_true.neorv32_wishbone_inst/ctrl.timeout_RNO[8]:B,97272
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_wishbone_inst_true.neorv32_wishbone_inst/ctrl.timeout_RNO[8]:C,97314
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_wishbone_inst_true.neorv32_wishbone_inst/ctrl.timeout_RNO[8]:FCI,97161
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_wishbone_inst_true.neorv32_wishbone_inst/ctrl.timeout_RNO[8]:S,97161
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/opa[16]:A,91471
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/opa[16]:B,91417
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/opa[16]:C,91586
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/opa[16]:Y,91417
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:B,96964
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:C,96938
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:D,96401
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:FCI,96249
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:FCO,96249
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_hi_cry[8]:S,96686
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[7]:A,97466
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[7]:B,97569
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[7]:C,97518
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[7]:Y,97466
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/bus_rsp_o.data_RNO_0[6]:A,96591
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/bus_rsp_o.data_RNO_0[6]:B,96549
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/bus_rsp_o.data_RNO_0[6]:C,88799
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/bus_rsp_o.data_RNO_0[6]:D,89905
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/bus_rsp_o.data_RNO_0[6]:Y,88799
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_129_i:A,96675
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_129_i:B,94718
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_129_i:C,89879
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_129_i:Y,89879
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl339_0_o2_1:A,88179
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl339_0_o2_1:B,88088
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl339_0_o2_1:C,88035
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl339_0_o2_1:D,87911
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/un1_hready_m_xhdl339_0_o2_1:Y,87911
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/trap_ctrl.cause_34_m10_0_o2[0]:A,95394
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/trap_ctrl.cause_34_m10_0_o2[0]:B,95296
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/trap_ctrl.cause_34_m10_0_o2[0]:C,93890
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/trap_ctrl.cause_34_m10_0_o2[0]:Y,93890
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_20:B,98435
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_20:C,88785
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_20:IPB,98435
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_20:IPC,88785
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un12_cmp_cry_11:A,90773
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un12_cmp_cry_11:B,90646
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un12_cmp_cry_11:FCI,90437
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/un12_cmp_cry_11:FCO,90437
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_1_0[13]:A,92512
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_1_0[13]:B,92938
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_1_0[13]:Y,92512
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_24:B,98422
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_24:C,92838
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_24:IPB,98422
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_24:IPC,92838
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_2[28]:A,92737
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_2[28]:B,96470
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_2[28]:C,92387
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_2[28]:Y,92387
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.ir_RNIM88K_0[2]:A,92697
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.ir_RNIM88K_0[2]:B,92647
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.ir_RNIM88K_0[2]:Y,92647
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIV9TK[6]:A,95209
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIV9TK[6]:B,91193
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIV9TK[6]:C,90992
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIV9TK[6]:Y,90992
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_123_i:A,90023
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_123_i:B,96619
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_123_i:C,93596
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_core_bus_switch_inst/N_123_i:Y,90023
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[7]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[7]:CLK,93743
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[7]:D,93545
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[7]:EN,90875
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[7]:Q,93743
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/neorv32_cpu_cp_shifter_inst/m7:A,92889
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/neorv32_cpu_cp_shifter_inst/m7:B,92719
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/neorv32_cpu_cp_shifter_inst/m7:C,93021
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/neorv32_cpu_cp_shifter_inst/m7:Y,92719
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[3]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[3]:CLK,95809
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[3]:D,93535
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[3]:EN,94356
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[3]:Q,95809
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2_RNO[14]:A,93307
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2_RNO[14]:B,96064
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2_RNO[14]:C,94558
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2_RNO[14]:Y,93307
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[8]:A,97466
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[8]:B,97569
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/transmitter.tx_engine.sreg_6[8]:Y,97466
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/mar[8]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/mar[8]:CLK,92515
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/mar[8]:D,95316
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/mar[8]:EN,98046
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/mar[8]:Q,92515
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[4]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[4]:CLK,93507
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[4]:D,93621
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[4]:EN,90875
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt[4]:Q,93507
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0[11]:A,96658
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0[11]:B,96560
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0[11]:C,96264
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0[11]:D,96158
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0[11]:Y,96158
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_0[21]:A,95338
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_0[21]:B,95232
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_0[21]:C,92245
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_0[21]:D,91252
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_0[21]:Y,91252
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIRDMI[31]:A,95137
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIRDMI[31]:B,91121
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIRDMI[31]:C,90445
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_alu_inst/res_o_6_2_0_RNIRDMI[31]:Y,90445
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_rsp_o.data_RNO[4]:A,88823
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_rsp_o.data_RNO[4]:B,89949
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/bus_rsp_o.data_RNO[4]:Y,88823
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.data_RNO[19]:A,97378
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.data_RNO[19]:B,97257
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.data_RNO[19]:C,96531
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.data_RNO[19]:Y,96531
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_5[3]:A,95173
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_5[3]:B,95075
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_5[3]:C,90971
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_5[3]:D,90022
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_iv_5[3]:Y,90022
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo_cry[15]:B,96127
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo_cry[15]:FCI,95834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo_cry[15]:FCO,95834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo_cry[15]:S,96138
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0_RNO[2]:A,93535
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0_RNO[2]:B,96295
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0_RNO[2]:C,94466
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0_RNO[2]:Y,93535
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_gpio_inst_true.neorv32_gpio_inst/bus_rsp_o.data_RNO[2]:A,90336
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_gpio_inst_true.neorv32_gpio_inst/bus_rsp_o.data_RNO[2]:B,90512
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_gpio_inst_true.neorv32_gpio_inst/bus_rsp_o.data_RNO[2]:C,89804
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_gpio_inst_true.neorv32_gpio_inst/bus_rsp_o.data_RNO[2]:D,89237
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_gpio_inst_true.neorv32_gpio_inst/bus_rsp_o.data_RNO[2]:Y,89237
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[7]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[7]:CLK,95885
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[7]:D,93535
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[7]:EN,94356
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_0[7]:Q,95885
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_2:IPB,
neorv32_ProcessorTop_Minimal_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/CFG_2:IPC,
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/illegal_cmd.m22_d:A,94110
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/illegal_cmd.m22_d:B,94053
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/illegal_cmd.m22_d:C,90353
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/illegal_cmd.m22_d:D,90250
neorv32_ProcessorTop_Minimal_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/illegal_cmd.m22_d:Y,90250
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo[17]:ALn,46834
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo[17]:CLK,95245
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo[17]:D,96100
neorv32_ProcessorTop_Minimal_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtime_lo[17]:Q,95245
