pin,slack
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[28]:Q,95261
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt_0_sqmuxa_2_0:A,93987
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt_0_sqmuxa_2_0:B,93937
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt_0_sqmuxa_2_0:C,93840
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt_0_sqmuxa_2_0:D,93722
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine.baudcnt_0_sqmuxa_2_0:Y,93722
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_sysinfo_inst_true.neorv32_sysinfo_inst/sysinfo_0_write.sysinfo_0[12]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_sysinfo_inst_true.neorv32_sysinfo_inst/sysinfo_0_write.sysinfo_0[12]:CLK,94166
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_sysinfo_inst_true.neorv32_sysinfo_inst/sysinfo_0_write.sysinfo_0[12]:D,98621
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_sysinfo_inst_true.neorv32_sysinfo_inst/sysinfo_0_write.sysinfo_0[12]:EN,84022
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_sysinfo_inst_true.neorv32_sysinfo_inst/sysinfo_0_write.sysinfo_0[12]:Q,94166
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/un1_execute_engine.pc_cry_19:B,95240
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/un1_execute_engine.pc_cry_19:FCI,94871
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/un1_execute_engine.pc_cry_19:FCO,94871
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/un1_execute_engine.pc_cry_19:S,95061
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b3_mem_ram_b3_0_0/FF_25:IPCLKn,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_regfile_inst/reg_file_1_reg_file_1_0_1/FF_20:IPENn,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/rx_engine.baudcnt[0]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/rx_engine.baudcnt[0]:CLK,92740
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/rx_engine.baudcnt[0]:D,93693
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/rx_engine.baudcnt[0]:EN,91274
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/rx_engine.baudcnt[0]:Q,92740
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_6[1]:A,96517
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_6[1]:B,96419
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_6[1]:C,92239
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_6[1]:D,91889
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_6[1]:Y,91889
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine_fifo_inst/un2_match_i_0:A,97597
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine_fifo_inst/un2_match_i_0:B,97541
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_uart0_inst_true.neorv32_uart0_inst/tx_engine_fifo_inst/un2_match_i_0:Y,97541
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:CLK,97667
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:D,98660
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:EN,95675
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:Q,97667
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtval[20]:SLn,96528
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:B,91677
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:C,96821
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:D,93427
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:FCI,91658
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:FCO,91658
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2_RNIV15M3[1]:S,92170
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/ctrl_nxt.alu_op_0_0_o2[1]:A,95606
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/ctrl_nxt.alu_op_0_0_o2[1]:B,95901
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/ctrl_nxt.alu_op_0_0_o2[1]:Y,95606
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.1.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/CFG_18:B,93599
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.1.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/CFG_18:C,93704
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.1.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/CFG_18:IPB,93599
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.1.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/CFG_18:IPC,93704
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_5[18]:A,96509
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_5[18]:B,96411
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_5[18]:C,92050
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_5[18]:D,91868
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr_read_reg.csr.rdata_6_0_0_5[18]:Y,91868
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2[28]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2[28]:CLK,95155
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2[28]:D,93591
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.lo_2[28]:Q,95155
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/fetch_engine.pc[31]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/fetch_engine.pc[31]:CLK,90897
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/fetch_engine.pc[31]:D,96532
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/fetch_engine.pc[31]:EN,91291
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/fetch_engine.pc[31]:Q,90897
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.ben[0]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.ben[0]:CLK,97147
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.ben[0]:D,94142
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.ben[0]:EN,98039
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_lsu_inst/bus_req_o.ben[0]:Q,97147
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtvec[18]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtvec[18]:CLK,96462
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtvec[18]:D,95471
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtvec[18]:EN,94169
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/csr.mtvec[18]:Q,96462
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtimecmp_lo[31]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtimecmp_lo[31]:CLK,96321
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtimecmp_lo[31]:D,98629
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtimecmp_lo[31]:EN,84152
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/io_system.neorv32_mtime_inst_true.neorv32_mtime_inst/mtimecmp_lo[31]:Q,96321
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0_0_a2[4]:A,96565
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0_0_a2[4]:B,96560
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0_0_a2[4]:C,95943
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0_0_a2[4]:D,96150
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/execute_engine.next_pc_9_iv_0_0_a2[4]:Y,95943
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/rf_wdata[8]:A,97502
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/rf_wdata[8]:B,96371
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/rf_wdata[8]:C,93624
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/rf_wdata[8]:D,93122
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/rf_wdata[8]:Y,93122
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_regfile_inst/reg_file_1_reg_file_1_0_0/FF_34:IPENn,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[16]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[16]:CLK,95261
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[16]:D,91887
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[16]:EN,93281
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[16]:Q,95261
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[13]:ALn,46834
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[13]:CLK,94056
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[13]:D,91944
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[13]:EN,93281
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/cnt.hi_2[13]:Q,94056
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_32:C,91503
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_32:IPB,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/memory_system.neorv32_int_dmem_inst_true.neorv32_int_dmem_inst/mem_ram_b0_mem_ram_b0_0_0/CFG_32:IPC,91503
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[0],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[1],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[2],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[3],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[4],91363
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[5],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[6],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[7],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[8],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR[9],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR_ARST_N,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR_CLK,95632
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR_EN,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_ADDR_SRST_N,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_BLK[0],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_BLK[1],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[0],96809
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[10],97310
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[11],97310
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[12],97313
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[13],97314
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[14],97313
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[15],96857
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[16],95632
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[1],96818
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[2],96844
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[3],96829
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[4],96837
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[5],97283
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[6],96919
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[7],96882
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[8],96966
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT[9],97316
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT_ARST_N,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT_CLK,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT_EN,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:A_DOUT_SRST_N,
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:B_ADDR[0],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:B_ADDR[1],
neorv32_ProcessorTop_MinimalBoot_0/neorv32_inst/core_complex.neorv32_cpu_inst/neorv32_cpu_control_inst/prefetch_buffer.0.prefetch_buffer_inst/fifo_mem_fifo_mem_0_0/INST_RAM64x18_IP:B_ADDR[2],
